Symbol,company,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),한국표준산업분류11차(세분류),한국표준산업분류11차(세세분류)
A205470,휴마시스,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,체외 진단 시약 제조업
A041830,인바디,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업
A051360,토비스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,영상 및 음향기기 제조업,영상 및 음향기기 제조업
A009290,광동제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,한의약품 제조업,한의약품 제조업
A360070,탑머티리얼,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,운송장비용 이차전지 제조업
A010690,화신,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업
A053610,프로텍,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
A025860,남해화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,"비료, 농약 및 살균, 살충제 제조업",비료 및 질소화합물 제조업,복합비료 및 기타 화학비료 제조업
A027410,BGF,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A058820,CMG제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,의약품 제조업,의약품 제조업
A045100,한양이엔지,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업"
A060980,HL홀딩스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A032820,우리기술,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업
A294090,이오플로우,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업
A084650,랩지노믹스,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,의학 및 약학 연구개발업
A119610,인터로조,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,의료용 기기 제조업,의료용 기기 제조업
A084690,대상홀딩스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A083450,GST,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
A009470,삼화전기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,전자축전기 제조업
A347850,디앤디파마텍,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업
A011000,진원생명과학,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,의약품 제조업,의약품 제조업
A445090,에이직랜드,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,비메모리용 및 기타 전자집적회로 제조업
A005160,동국산업,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",냉간 압연 및 압출 제품 제조업
A005390,신성통상,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,기타 전문 도매업,기타 전문 도매업
A013890,지누스,제조업,가구 제조업,가구 제조업,가구 제조업,가구 제조업
A003350,한국화장품제조,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
A243840,신흥에스이씨,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,운송장비용 이차전지 제조업
A218410,RFHIC,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업
A035890,서희건설,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,사무ㆍ상업용 및 공공기관용 건물 건설업
A126720,수산인더스트리,건설업,전문직별 공사업,건물설비 설치 공사업,건물설비 설치 공사업,건물설비 설치 공사업
A337930,브랜드엑스코퍼레이션,정보통신업,정보서비스업,기타 정보 서비스업,기타 정보 서비스업,기타 정보 서비스업
A072710,농심홀딩스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A093320,케이아이엔엑스,정보통신업,정보서비스업,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
A095700,제넥신,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,의학 및 약학 연구개발업
A035150,백산,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,1차 플라스틱제품 제조업,플라스틱 합성피혁 제조업
A084110,휴온스글로벌,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,의약품 제조업,의약품 제조업
A114810,한솔아이원스,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업
A114190,강원에너지,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업
A001940,KISCO홀딩스,제조업,1차 금속 제조업,1차 철강 제조업,1차 철강 제조업,1차 철강 제조업
A267980,매일유업,제조업,식료품 제조업,동·식물성 유지 및 낙농제품 제조업,동·식물성 유지 및 낙농제품 제조업,동·식물성 유지 및 낙농제품 제조업
A151860,KG에코솔루션,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,기타 화학제품 제조업,기타 화학제품 제조업
A036620,감성코퍼레이션,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,기타 전문 도매업,기타 전문 도매업
A378340,필에너지,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,그 외 기타 특수목적용 기계 제조업
A136480,하림,제조업,식료품 제조업,"도축, 육류 가공 및 저장 처리업",육류 가공 및 저장 처리업,육류 기타 가공 및 저장처리업 (가금류 제외)
A025770,한국정보통신,정보통신업,우편 및 통신업,전기 통신업,기타 전기 통신업,그 외 기타 전기 통신업
A126700,하이비젼시스템,제조업,"의료, 정밀, 광학기기 및 시계 제조업",사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,기타 광학기기 및 사진기 제조업
A265520,AP시스템,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업
A388720,유일로보틱스,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,주형 및 금형 제조업
A006220,제주은행,금융 및 보험업,금융업,은행 및 저축기관,일반은행,국내은행
A001390,KG케미칼,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 화학물질 제조업,기초 화학물질 제조업
A007690,국도화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업
A299660,셀리드,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업
A060250,NHN KCP,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,금융 지원 서비스업,금융 지원 서비스업
A044490,태웅,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말야금 제품 제조업",금속 단조제품 제조업
A000500,가온전선,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타 절연선 및 케이블 제조업
A174900,앱클론,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업
A009680,모토닉,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업
A050890,쏠리드,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,방송 및 무선 통신장비 제조업
A052020,에스티큐브,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업
A117580,대성에너지,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업",연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업
A003800,에이스침대,제조업,가구 제조업,가구 제조업,목재가구 제조업,기타 목재가구 제조업
A001250,GS글로벌,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,상품 종합 도매업,상품 종합 도매업
A322510,제이엘케이,정보통신업,출판업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업
A034120,SBS,정보통신업,방송 및 영상·오디오물 제공 서비스업,텔레비전 방송업,지상파 방송업,지상파 방송업
A041960,코미팜,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,동물용 의약품 제조업,동물용 의약품 제조업
A216080,제테마,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,체외 진단 시약 제조업
A060150,인선이엔티,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,건설 폐기물 처리업,건설 폐기물 처리업
A018310,삼목에스폼,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,육상 금속 골조 구조재 제조업
A092040,아미코젠,제조업,식료품 제조업,기타 식품 제조업,기타 식품 제조업,기타 식품 제조업
A122900,아이마켓코리아,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,상품 종합 도매업,상품 종합 도매업
A007570,일양약품,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,완제 의약품 제조업,생물 의약품 제조업
A006390,한일현대시멘트,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
A002320,한진,운수 및 창고업,육상운송 및 파이프라인 운송업,도로 화물 운송업,도로 화물 운송업,기타 도로화물 운송업
